InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
C537843,22633,HAND WARMER UNION JACK,-3.0,2023-10-11 07:24:52,1.85,12586
C537843,47566,PARTY BUNTING,-4.0,2023-10-11 07:24:52,4.65,12586
C537843,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-10-11 07:24:52,1.95,12586
C537850,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4.0,2023-06-19 10:13:21,2.55,13089
C537850,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-06-19 10:13:21,2.1,13089
C537850,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-4.0,2023-06-19 10:13:21,2.55,13089
C537850,22630,DOORMAT KEEP CALM AND COME IN,-5.0,2023-06-19 10:13:21,6.75,13089
C537850,20725,LUNCH BAG RED RETROSPOT,-4.0,2023-06-19 10:13:21,1.65,13089
C537882,85099B,JUMBO BAG RED RETROSPOT,-3.0,2023-08-19 07:17:00,1.95,12572
C537927,22752,SET 7 BABUSHKA NESTING BOXES,-4.0,2023-10-14 08:33:57,7.65,12852
C537927,20725,LUNCH BAG RED RETROSPOT,-4.0,2023-10-14 08:33:57,1.65,12852
C537928,22745,POPPY'S PLAYHOUSE BEDROOM,-3.0,2023-06-28 10:47:42,2.1,13051
C537928,84879,ASSORTED COLOUR BIRD ORNAMENT,-1.0,2023-06-28 10:47:42,1.69,13051
C537928,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-06-28 10:47:42,2.1,13051
C537928,22752,SET 7 BABUSHKA NESTING BOXES,-5.0,2023-06-28 10:47:42,7.65,13051
C537928,22386,JUMBO BAG PINK POLKADOT,-5.0,2023-06-28 10:47:42,1.95,13051
C537953,22382,LUNCH BAG SPACEBOY DESIGN,-3.0,2023-09-27 23:31:40,1.65,12565
C537953,22630,DOORMAT KEEP CALM AND COME IN,-3.0,2023-09-27 23:31:40,6.75,12565
C537956,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-2.0,2023-06-27 19:50:31,4.25,12866
C537956,47566,PARTY BUNTING,-3.0,2023-06-27 19:50:31,4.65,12866
C537982,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-4.0,2023-03-26 06:54:21,4.25,12991
C537982,22310,IVORY KNITTED MUG COSY,-1.0,2023-03-26 06:54:21,1.65,12991
C537982,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-5.0,2023-03-26 06:54:21,3.39,12991
538026,22749,POPPY'S PLAYHOUSE LIVINGROOM,3.0,2023-04-09 12:04:33,0.0,12877
C538049,22384,LUNCH BAG PINK POLKADOT,-5.0,2023-05-26 17:35:55,1.65,12887
C538049,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1.0,2023-05-26 17:35:55,3.39,12887
C538049,20728,LUNCH BAG CARS BLUE,-3.0,2023-05-26 17:35:55,1.65,12887
C538101,22745,POPPY'S PLAYHOUSE BEDROOM,-2.0,2023-09-02 18:00:40,2.1,12594
C538101,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-3.0,2023-09-02 18:00:40,4.25,12594
C538101,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1.0,2023-09-02 18:00:40,4.25,12594
C538101,22386,JUMBO BAG PINK POLKADOT,-2.0,2023-09-02 18:00:40,1.95,12594
C538101,20725,LUNCH BAG RED RETROSPOT,-1.0,2023-09-02 18:00:40,1.65,12594
C538136,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2.0,2023-09-04 08:35:38,2.55,13051
C538136,84879,ASSORTED COLOUR BIRD ORNAMENT,-5.0,2023-09-04 08:35:38,1.69,13051
C538136,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-09-04 08:35:38,2.1,13051
C538136,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-3.0,2023-09-04 08:35:38,1.95,13051
C538196,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-3.0,2023-10-21 12:19:18,4.25,12877
C538196,22382,LUNCH BAG SPACEBOY DESIGN,-4.0,2023-10-21 12:19:18,1.65,12877
C538196,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-10-21 12:19:18,2.1,12877
C538231,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1.0,2023-07-22 20:49:42,4.25,12415
C538231,22749,POPPY'S PLAYHOUSE LIVINGROOM,-3.0,2023-07-22 20:49:42,2.1,12415
C538231,20725,LUNCH BAG RED RETROSPOT,-4.0,2023-07-22 20:49:42,1.65,12415
C538232,84879,ASSORTED COLOUR BIRD ORNAMENT,-1.0,2023-03-07 22:25:15,1.69,12923
C538232,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-2.0,2023-03-07 22:25:15,4.25,12923
C538232,22632,HAND WARMER RED POLKA DOT,-5.0,2023-03-07 22:25:15,1.85,12923
C538233,22383,LUNCH BAG SUKI DESIGN,-2.0,2023-03-22 10:29:40,1.65,13026
C538233,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-5.0,2023-03-22 10:29:40,3.39,13026
C538233,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3.0,2023-03-22 10:29:40,4.25,13026
C538236,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-10-08 15:48:11,3.39,12898
C538236,22386,JUMBO BAG PINK POLKADOT,-2.0,2023-10-08 15:48:11,1.95,12898
C538319,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1.0,2023-06-22 10:45:03,3.39,12572
C538319,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-4.0,2023-06-22 10:45:03,4.25,12572
C538319,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-2.0,2023-06-22 10:45:03,3.39,12572
C538319,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-06-22 10:45:03,2.55,12572
C538401,22752,SET 7 BABUSHKA NESTING BOXES,-2.0,2023-05-30 15:45:27,7.65,12878
C538401,21931,JUMBO STORAGE BAG SUKI,-1.0,2023-05-30 15:45:27,1.95,12878
C538401,84029E,RED WOOLLY HOTTIE WHITE HEART.,-2.0,2023-05-30 15:45:27,3.39,12878
C538417,22310,IVORY KNITTED MUG COSY,-1.0,2023-05-25 00:51:59,1.65,12877
C538443,22633,HAND WARMER UNION JACK,-1.0,2023-07-12 15:26:39,1.85,12810
C538443,22383,LUNCH BAG SUKI DESIGN,-2.0,2023-07-12 15:26:39,1.65,12810
C538443,20726,LUNCH BAG WOODLAND,-5.0,2023-07-12 15:26:39,1.65,12810
C538443,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1.0,2023-07-12 15:26:39,4.25,12810
C538443,22748,POPPY'S PLAYHOUSE KITCHEN,-3.0,2023-07-12 15:26:39,2.1,12810
C538443,22630,DOORMAT KEEP CALM AND COME IN,-1.0,2023-07-12 15:26:39,6.75,12810
C538492,22630,DOORMAT KEEP CALM AND COME IN,-5.0,2023-09-20 01:02:51,6.75,12447
C538492,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-4.0,2023-09-20 01:02:51,1.95,12447
C538492,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-09-20 01:02:51,1.69,12447
C538516,85099B,JUMBO BAG RED RETROSPOT,-4.0,2023-11-08 18:10:29,1.95,12845
C538516,21931,JUMBO STORAGE BAG SUKI,-4.0,2023-11-08 18:10:29,1.95,12845
C538519,84879,ASSORTED COLOUR BIRD ORNAMENT,-1.0,2023-05-03 09:26:32,1.69,12834
C538519,22633,HAND WARMER UNION JACK,-2.0,2023-05-03 09:26:32,1.85,12834
C538525,20728,LUNCH BAG CARS BLUE,-4.0,2023-07-02 16:05:46,1.65,12380
C538525,85099F,JUMBO BAG STRAWBERRY,-1.0,2023-07-02 16:05:46,1.95,12380
C538525,21931,JUMBO STORAGE BAG SUKI,-5.0,2023-07-02 16:05:46,1.95,12380
C538562,22386,JUMBO BAG PINK POLKADOT,-3.0,2023-10-18 02:32:17,1.95,12682
C538562,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-10-18 02:32:17,2.1,12682
C538562,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2.0,2023-10-18 02:32:17,2.55,12682
C538563,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2.0,2023-10-31 17:48:08,2.55,12704
C538563,47566,PARTY BUNTING,-2.0,2023-10-31 17:48:08,4.65,12704
C538563,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-3.0,2023-10-31 17:48:08,4.25,12704
C538563,22632,HAND WARMER RED POLKA DOT,-2.0,2023-10-31 17:48:08,1.85,12704
C538607,22632,HAND WARMER RED POLKA DOT,-4.0,2023-12-05 19:15:28,1.85,13017
C538607,84406B,CREAM CUPID HEARTS COAT HANGER,-3.0,2023-12-05 19:15:28,2.75,13017
C538607,20727,LUNCH BAG BLACK SKULL.,-1.0,2023-12-05 19:15:28,1.65,13017
C538607,22630,DOORMAT KEEP CALM AND COME IN,-1.0,2023-12-05 19:15:28,6.75,13017
C538607,22749,POPPY'S PLAYHOUSE LIVINGROOM,-1.0,2023-12-05 19:15:28,2.1,13017
C538607,20726,LUNCH BAG WOODLAND,-3.0,2023-12-05 19:15:28,1.65,13017
538640,22382,LUNCH BAG SPACEBOY DESIGN,2.0,2023-09-30 06:27:16,0.0,12415
C538651,85099F,JUMBO BAG STRAWBERRY,-1.0,2023-02-25 23:34:09,1.95,12831
C538651,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-02-25 23:34:09,2.55,12831
C538651,21931,JUMBO STORAGE BAG SUKI,-1.0,2023-02-25 23:34:09,1.95,12831
C538651,22748,POPPY'S PLAYHOUSE KITCHEN,-1.0,2023-02-25 23:34:09,2.1,12831
C538651,22310,IVORY KNITTED MUG COSY,-5.0,2023-02-25 23:34:09,1.65,12831
C538651,71053,WHITE METAL LANTERN,-2.0,2023-02-25 23:34:09,3.39,12831
C538666,20725,LUNCH BAG RED RETROSPOT,-1.0,2023-05-03 10:27:55,1.65,12878
C538666,22633,HAND WARMER UNION JACK,-4.0,2023-05-03 10:27:55,1.85,12878
C538666,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-05-03 10:27:55,2.1,12878
C538685,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-5.0,2023-04-28 15:49:50,2.55,13021
C538685,22384,LUNCH BAG PINK POLKADOT,-5.0,2023-04-28 15:49:50,1.65,13021
C538685,85099B,JUMBO BAG RED RETROSPOT,-1.0,2023-04-28 15:49:50,1.95,13021
C538685,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-04-28 15:49:50,2.1,13021
C538685,22383,LUNCH BAG SUKI DESIGN,-4.0,2023-04-28 15:49:50,1.65,13021
C538686,20726,LUNCH BAG WOODLAND,-1.0,2023-07-25 01:55:02,1.65,12347
C538686,20727,LUNCH BAG BLACK SKULL.,-3.0,2023-07-25 01:55:02,1.65,12347
C538686,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3.0,2023-07-25 01:55:02,4.25,12347
C538686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3.0,2023-07-25 01:55:02,2.55,12347
C538686,20725,LUNCH BAG RED RETROSPOT,-1.0,2023-07-25 01:55:02,1.65,12347
C538686,22383,LUNCH BAG SUKI DESIGN,-5.0,2023-07-25 01:55:02,1.65,12347
C538709,20725,LUNCH BAG RED RETROSPOT,-3.0,2023-06-10 11:55:43,1.65,12505
C538709,22384,LUNCH BAG PINK POLKADOT,-1.0,2023-06-10 11:55:43,1.65,12505
C538743,22745,POPPY'S PLAYHOUSE BEDROOM,-5.0,2023-09-03 00:43:42,2.1,12877
C538743,21931,JUMBO STORAGE BAG SUKI,-4.0,2023-09-03 00:43:42,1.95,12877
C538743,22752,SET 7 BABUSHKA NESTING BOXES,-2.0,2023-09-03 00:43:42,7.65,12877
C538743,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-09-03 00:43:42,2.55,12877
C538743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4.0,2023-09-03 00:43:42,2.55,12877
C538743,84879,ASSORTED COLOUR BIRD ORNAMENT,-5.0,2023-09-03 00:43:42,1.69,12877
C538766,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-4.0,2023-11-14 03:55:57,2.55,12604
C538766,22745,POPPY'S PLAYHOUSE BEDROOM,-3.0,2023-11-14 03:55:57,2.1,12604
C538766,22310,IVORY KNITTED MUG COSY,-5.0,2023-11-14 03:55:57,1.65,12604
C538766,20727,LUNCH BAG BLACK SKULL.,-3.0,2023-11-14 03:55:57,1.65,12604
C538766,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-11-14 03:55:57,2.1,12604
538780,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2023-08-05 21:19:49,0.0,12739
C538793,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-1.0,2023-05-10 01:10:16,3.39,12713
C538793,22752,SET 7 BABUSHKA NESTING BOXES,-3.0,2023-05-10 01:10:16,7.65,12713
C538793,20728,LUNCH BAG CARS BLUE,-1.0,2023-05-10 01:10:16,1.65,12713
C538793,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3.0,2023-05-10 01:10:16,4.25,12713
C538813,47566,PARTY BUNTING,-4.0,2023-08-27 02:12:22,4.65,12758
C538813,20725,LUNCH BAG RED RETROSPOT,-5.0,2023-08-27 02:12:22,1.65,12758
C538813,71053,WHITE METAL LANTERN,-3.0,2023-08-27 02:12:22,3.39,12758
C538813,20727,LUNCH BAG BLACK SKULL.,-1.0,2023-08-27 02:12:22,1.65,12758
C538903,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-4.0,2023-10-02 13:34:11,4.25,12817
C538903,20725,LUNCH BAG RED RETROSPOT,-3.0,2023-10-02 13:34:11,1.65,12817
C538903,22752,SET 7 BABUSHKA NESTING BOXES,-4.0,2023-10-02 13:34:11,7.65,12817
C538953,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-07-30 09:53:22,1.95,12877
C538953,20726,LUNCH BAG WOODLAND,-4.0,2023-07-30 09:53:22,1.65,12877
C538953,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-2.0,2023-07-30 09:53:22,3.39,12877
C538964,22310,IVORY KNITTED MUG COSY,-2.0,2023-11-28 01:55:31,1.65,12360
C538964,22384,LUNCH BAG PINK POLKADOT,-3.0,2023-11-28 01:55:31,1.65,12360
C538964,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-4.0,2023-11-28 01:55:31,3.39,12360
C538964,22748,POPPY'S PLAYHOUSE KITCHEN,-1.0,2023-11-28 01:55:31,2.1,12360
C538964,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-1.0,2023-11-28 01:55:31,2.55,12360
C538965,84879,ASSORTED COLOUR BIRD ORNAMENT,-5.0,2023-12-04 16:45:29,1.69,12877
C538974,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-2.0,2023-10-14 22:27:24,1.95,12575
C538974,22749,POPPY'S PLAYHOUSE LIVINGROOM,-4.0,2023-10-14 22:27:24,2.1,12575
C538974,21931,JUMBO STORAGE BAG SUKI,-4.0,2023-10-14 22:27:24,1.95,12575
538979,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,2023-11-20 20:49:39,0.0,12389
C538991,22383,LUNCH BAG SUKI DESIGN,-2.0,2023-11-25 08:19:01,1.65,12877
C539015,22632,HAND WARMER RED POLKA DOT,-1.0,2023-08-13 17:05:29,1.85,13097
C539042,20728,LUNCH BAG CARS BLUE,-3.0,2023-07-12 05:46:39,1.65,13097
C539042,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2.0,2023-07-12 05:46:39,2.55,13097
C539042,22632,HAND WARMER RED POLKA DOT,-1.0,2023-07-12 05:46:39,1.85,13097
C539042,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-07-12 05:46:39,1.95,13097
C539042,22386,JUMBO BAG PINK POLKADOT,-1.0,2023-07-12 05:46:39,1.95,13097
C539044,71053,WHITE METAL LANTERN,-1.0,2023-08-01 14:45:52,3.39,12619
C539044,22752,SET 7 BABUSHKA NESTING BOXES,-1.0,2023-08-01 14:45:52,7.65,12619
C539082,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-02-20 02:56:11,1.69,12878
C539082,21931,JUMBO STORAGE BAG SUKI,-1.0,2023-02-20 02:56:11,1.95,12878
C539082,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2.0,2023-02-20 02:56:11,2.55,12878
C539082,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-02-20 02:56:11,1.95,12878
C539082,22383,LUNCH BAG SUKI DESIGN,-2.0,2023-02-20 02:56:11,1.65,12878
C539132,47566,PARTY BUNTING,-2.0,2023-04-10 02:16:06,4.65,12877
C539132,84029E,RED WOOLLY HOTTIE WHITE HEART.,-5.0,2023-04-10 02:16:06,3.39,12877
C539132,85099B,JUMBO BAG RED RETROSPOT,-5.0,2023-04-10 02:16:06,1.95,12877
C539159,22384,LUNCH BAG PINK POLKADOT,-3.0,2023-10-13 04:09:32,1.65,12877
C539159,85099B,JUMBO BAG RED RETROSPOT,-3.0,2023-10-13 04:09:32,1.95,12877
C539188,22310,IVORY KNITTED MUG COSY,-3.0,2023-11-01 09:25:41,1.65,13034
C539188,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1.0,2023-11-01 09:25:41,4.25,13034
C539188,22386,JUMBO BAG PINK POLKADOT,-1.0,2023-11-01 09:25:41,1.95,13034
C539188,22384,LUNCH BAG PINK POLKADOT,-3.0,2023-11-01 09:25:41,1.65,13034
C539188,22633,HAND WARMER UNION JACK,-1.0,2023-11-01 09:25:41,1.85,13034
C539188,85099B,JUMBO BAG RED RETROSPOT,-2.0,2023-11-01 09:25:41,1.95,13034
C539203,22745,POPPY'S PLAYHOUSE BEDROOM,-5.0,2023-08-15 02:51:18,2.1,12503
C539223,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1.0,2023-11-13 20:02:33,2.55,13091
C539229,22384,LUNCH BAG PINK POLKADOT,-4.0,2023-05-21 00:52:39,1.65,12877
C539229,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-05-21 00:52:39,1.69,12877
C539229,20726,LUNCH BAG WOODLAND,-2.0,2023-05-21 00:52:39,1.65,12877
C539229,22630,DOORMAT KEEP CALM AND COME IN,-4.0,2023-05-21 00:52:39,6.75,12877
C539229,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-4.0,2023-05-21 00:52:39,4.25,12877
C539229,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-1.0,2023-05-21 00:52:39,3.39,12877
C539230,84879,ASSORTED COLOUR BIRD ORNAMENT,-3.0,2023-10-18 18:25:53,1.69,13031
C539230,20726,LUNCH BAG WOODLAND,-4.0,2023-10-18 18:25:53,1.65,13031
C539230,22752,SET 7 BABUSHKA NESTING BOXES,-3.0,2023-10-18 18:25:53,7.65,13031
C539230,22382,LUNCH BAG SPACEBOY DESIGN,-2.0,2023-10-18 18:25:53,1.65,13031
C539230,22633,HAND WARMER UNION JACK,-4.0,2023-10-18 18:25:53,1.85,13031
C539230,22632,HAND WARMER RED POLKA DOT,-4.0,2023-10-18 18:25:53,1.85,13031
C539232,71053,WHITE METAL LANTERN,-4.0,2023-11-23 12:33:38,3.39,12607
C539232,85099F,JUMBO BAG STRAWBERRY,-3.0,2023-11-23 12:33:38,1.95,12607
C539258,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-5.0,2023-06-24 11:10:42,4.25,12850
C539258,20727,LUNCH BAG BLACK SKULL.,-5.0,2023-06-24 11:10:42,1.65,12850
C539258,84406B,CREAM CUPID HEARTS COAT HANGER,-2.0,2023-06-24 11:10:42,2.75,12850
C539258,22310,IVORY KNITTED MUG COSY,-1.0,2023-06-24 11:10:42,1.65,12850
C539258,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-2.0,2023-06-24 11:10:42,1.95,12850
C539258,22382,LUNCH BAG SPACEBOY DESIGN,-5.0,2023-06-24 11:10:42,1.65,12850
C539264,20726,LUNCH BAG WOODLAND,-2.0,2023-10-01 03:47:15,1.65,12511
C539264,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-10-01 03:47:15,3.39,12511
C539315,20727,LUNCH BAG BLACK SKULL.,-2.0,2023-02-27 02:13:14,1.65,12977
C539315,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-02-27 02:13:14,3.39,12977
C539315,22384,LUNCH BAG PINK POLKADOT,-4.0,2023-02-27 02:13:14,1.65,12977
C539335,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1.0,2023-10-13 01:29:07,4.25,12877
C539335,22632,HAND WARMER RED POLKA DOT,-5.0,2023-10-13 01:29:07,1.85,12877
C539335,71053,WHITE METAL LANTERN,-2.0,2023-10-13 01:29:07,3.39,12877
C539339,22752,SET 7 BABUSHKA NESTING BOXES,-4.0,2023-02-03 19:44:47,7.65,12917
C539339,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-3.0,2023-02-03 19:44:47,1.95,12917
C539339,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-02-03 19:44:47,1.95,12917
C539382,22630,DOORMAT KEEP CALM AND COME IN,-2.0,2023-09-22 09:36:00,6.75,12581
C539402,22749,POPPY'S PLAYHOUSE LIVINGROOM,-3.0,2023-05-29 09:56:09,2.1,13142
C539402,47566,PARTY BUNTING,-5.0,2023-05-29 09:56:09,4.65,13142
C539402,22630,DOORMAT KEEP CALM AND COME IN,-2.0,2023-05-29 09:56:09,6.75,13142
C539427,22748,POPPY'S PLAYHOUSE KITCHEN,-5.0,2023-12-06 04:44:13,2.1,12348
C539476,84879,ASSORTED COLOUR BIRD ORNAMENT,-4.0,2023-06-17 23:30:41,1.69,12485
C539476,20727,LUNCH BAG BLACK SKULL.,-5.0,2023-06-17 23:30:41,1.65,12485
C539476,84029E,RED WOOLLY HOTTIE WHITE HEART.,-2.0,2023-06-17 23:30:41,3.39,12485
C539476,22745,POPPY'S PLAYHOUSE BEDROOM,-2.0,2023-06-17 23:30:41,2.1,12485
C539476,22382,LUNCH BAG SPACEBOY DESIGN,-3.0,2023-06-17 23:30:41,1.65,12485
C539476,22749,POPPY'S PLAYHOUSE LIVINGROOM,-1.0,2023-06-17 23:30:41,2.1,12485
C539489,20725,LUNCH BAG RED RETROSPOT,-1.0,2023-01-17 23:18:35,1.65,12927
C539489,84879,ASSORTED COLOUR BIRD ORNAMENT,-5.0,2023-01-17 23:18:35,1.69,12927
C539489,22386,JUMBO BAG PINK POLKADOT,-2.0,2023-01-17 23:18:35,1.95,12927
C539489,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-4.0,2023-01-17 23:18:35,4.25,12927
C539489,20728,LUNCH BAG CARS BLUE,-4.0,2023-01-17 23:18:35,1.65,12927
C539517,85099F,JUMBO BAG STRAWBERRY,-5.0,2023-05-15 22:20:15,1.95,12659
C539555,22310,IVORY KNITTED MUG COSY,-3.0,2023-10-18 18:41:06,1.65,12877
C539555,22383,LUNCH BAG SUKI DESIGN,-1.0,2023-10-18 18:41:06,1.65,12877
C539555,20726,LUNCH BAG WOODLAND,-3.0,2023-10-18 18:41:06,1.65,12877
C539555,22630,DOORMAT KEEP CALM AND COME IN,-1.0,2023-10-18 18:41:06,6.75,12877
C539555,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-10-18 18:41:06,1.69,12877
C539555,84029E,RED WOOLLY HOTTIE WHITE HEART.,-3.0,2023-10-18 18:41:06,3.39,12877
C539558,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-4.0,2023-03-03 20:44:42,2.55,13113
C539558,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-2.0,2023-03-03 20:44:42,4.25,13113
C539558,22386,JUMBO BAG PINK POLKADOT,-1.0,2023-03-03 20:44:42,1.95,13113
C539558,22748,POPPY'S PLAYHOUSE KITCHEN,-2.0,2023-03-03 20:44:42,2.1,13113
C539558,22383,LUNCH BAG SUKI DESIGN,-2.0,2023-03-03 20:44:42,1.65,13113
C539565,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-05-02 15:44:05,2.55,12824
C539573,20726,LUNCH BAG WOODLAND,-3.0,2023-03-30 03:08:22,1.65,12593
C539573,22382,LUNCH BAG SPACEBOY DESIGN,-4.0,2023-03-30 03:08:22,1.65,12593
C539573,71053,WHITE METAL LANTERN,-1.0,2023-03-30 03:08:22,3.39,12593
C539573,21931,JUMBO STORAGE BAG SUKI,-5.0,2023-03-30 03:08:22,1.95,12593
C539573,22386,JUMBO BAG PINK POLKADOT,-5.0,2023-03-30 03:08:22,1.95,12593
C539573,22630,DOORMAT KEEP CALM AND COME IN,-5.0,2023-03-30 03:08:22,6.75,12593
C539597,71053,WHITE METAL LANTERN,-4.0,2023-10-21 06:24:14,3.39,12815
C539597,22752,SET 7 BABUSHKA NESTING BOXES,-1.0,2023-10-21 06:24:14,7.65,12815
C539597,22382,LUNCH BAG SPACEBOY DESIGN,-1.0,2023-10-21 06:24:14,1.65,12815
C539631,22383,LUNCH BAG SUKI DESIGN,-5.0,2023-11-05 01:29:12,1.65,12877
C539631,22382,LUNCH BAG SPACEBOY DESIGN,-1.0,2023-11-05 01:29:12,1.65,12877
C539631,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-11-05 01:29:12,2.1,12877
C539634,21931,JUMBO STORAGE BAG SUKI,-3.0,2023-08-24 09:01:32,1.95,12803
C539649,22310,IVORY KNITTED MUG COSY,-2.0,2023-11-18 00:20:22,1.65,12633
C539649,85099B,JUMBO BAG RED RETROSPOT,-1.0,2023-11-18 00:20:22,1.95,12633
C539649,71053,WHITE METAL LANTERN,-4.0,2023-11-18 00:20:22,3.39,12633
C539649,22633,HAND WARMER UNION JACK,-1.0,2023-11-18 00:20:22,1.85,12633
C539649,21931,JUMBO STORAGE BAG SUKI,-5.0,2023-11-18 00:20:22,1.95,12633
C539655,22630,DOORMAT KEEP CALM AND COME IN,-4.0,2023-07-25 23:24:14,6.75,12783
C539655,20728,LUNCH BAG CARS BLUE,-1.0,2023-07-25 23:24:14,1.65,12783
C539655,22310,IVORY KNITTED MUG COSY,-2.0,2023-07-25 23:24:14,1.65,12783
C539655,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-07-25 23:24:14,1.95,12783
C539701,84879,ASSORTED COLOUR BIRD ORNAMENT,-3.0,2023-07-04 19:35:56,1.69,12441
C539701,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-1.0,2023-07-04 19:35:56,3.39,12441
C539701,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1.0,2023-07-04 19:35:56,4.25,12441
C539727,22384,LUNCH BAG PINK POLKADOT,-4.0,2023-04-17 10:25:43,1.65,12877
C539727,22386,JUMBO BAG PINK POLKADOT,-5.0,2023-04-17 10:25:43,1.95,12877
C539727,22382,LUNCH BAG SPACEBOY DESIGN,-3.0,2023-04-17 10:25:43,1.65,12877
C539727,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1.0,2023-04-17 10:25:43,3.39,12877
C539727,22745,POPPY'S PLAYHOUSE BEDROOM,-5.0,2023-04-17 10:25:43,2.1,12877
C539727,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-04-17 10:25:43,1.95,12877
C539747,22632,HAND WARMER RED POLKA DOT,-3.0,2023-06-20 18:59:36,1.85,12626
C539758,20725,LUNCH BAG RED RETROSPOT,-3.0,2023-08-28 22:45:00,1.65,12485
C539785,22384,LUNCH BAG PINK POLKADOT,-2.0,2023-06-01 05:54:38,1.65,12747
