InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineItemTotal
536521,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-09-24 22:23:23,1.91,12927,3.82
536521,22748,POPPY'S PLAYHOUSE KITCHEN,2.0,2023-09-24 22:23:23,2.1,12927,4.2
536521,20727,LUNCH BAG BLACK SKULL.,1.0,2023-09-24 22:23:23,1.66,12927,1.66
536522,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.0,2023-06-30 20:43:13,4.2,13131,16.8
536524,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2023-10-10 02:45:43,3.53,12358,7.06
536524,22382,LUNCH BAG SPACEBOY DESIGN,3.0,2023-10-10 02:45:43,1.67,12358,5.01
536524,21931,JUMBO STORAGE BAG SUKI,6.0,2023-10-10 02:45:43,1.86,12358,11.16
536524,20725,LUNCH BAG RED RETROSPOT,2.0,2023-10-10 02:45:43,1.71,12358,3.42
536524,22383,LUNCH BAG SUKI DESIGN,1.0,2023-10-10 02:45:43,1.71,12358,1.71
536527,20726,LUNCH BAG WOODLAND,3.0,2023-11-25 23:50:49,1.71,12500,5.13
536527,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2023-11-25 23:50:49,2.64,12500,5.28
536527,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-11-25 23:50:49,2.07,12500,2.07
536527,22749,POPPY'S PLAYHOUSE LIVINGROOM,3.0,2023-11-25 23:50:49,2.03,12500,6.09
536528,22386,JUMBO BAG PINK POLKADOT,3.0,2023-07-27 21:44:47,1.99,12792,5.97
536528,22633,HAND WARMER UNION JACK,1.0,2023-07-27 21:44:47,1.88,12792,1.88
536528,84406B,CREAM CUPID HEARTS COAT HANGER,4.0,2023-07-27 21:44:47,2.65,12792,10.6
536528,20726,LUNCH BAG WOODLAND,2.0,2023-07-27 21:44:47,1.7,12792,3.4
536529,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4.0,2023-12-01 10:37:14,2.59,13021,10.36
536529,22632,HAND WARMER RED POLKA DOT,2.0,2023-12-01 10:37:14,1.94,13021,3.88
536529,22383,LUNCH BAG SUKI DESIGN,1.0,2023-12-01 10:37:14,1.7,13021,1.7
536530,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3.0,2023-08-04 03:43:59,2.02,12877,6.06
536531,22748,POPPY'S PLAYHOUSE KITCHEN,2.0,2023-11-27 13:54:58,2.04,13135,4.08
536531,22384,LUNCH BAG PINK POLKADOT,3.0,2023-11-27 13:54:58,1.66,13135,4.98
536531,22310,IVORY KNITTED MUG COSY,4.0,2023-11-27 13:54:58,1.72,13135,6.88
536531,20727,LUNCH BAG BLACK SKULL.,1.0,2023-11-27 13:54:58,1.69,13135,1.69
536531,22632,HAND WARMER RED POLKA DOT,1.0,2023-11-27 13:54:58,1.9,13135,1.9
536532,20728,LUNCH BAG CARS BLUE,2.0,2023-11-12 23:45:28,1.59,12877,3.18
536533,20725,LUNCH BAG RED RETROSPOT,2.0,2023-09-03 00:39:55,1.7,12917,3.4
536534,22310,IVORY KNITTED MUG COSY,2.0,2023-12-08 01:53:32,1.64,13112,3.28
536535,85099F,JUMBO BAG STRAWBERRY,2.0,2023-06-12 09:01:01,2.03,13055,4.06
536535,22749,POPPY'S PLAYHOUSE LIVINGROOM,2.0,2023-06-12 09:01:01,2.06,13055,4.12
536535,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-06-12 09:01:01,2.01,13055,4.02
536535,71053,WHITE METAL LANTERN,2.0,2023-06-12 09:01:01,3.38,13055,6.76
536535,22632,HAND WARMER RED POLKA DOT,2.0,2023-06-12 09:01:01,1.79,13055,3.58
536536,20728,LUNCH BAG CARS BLUE,1.0,2023-05-24 05:10:59,1.65,12877,1.65
536536,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2023-05-24 05:10:59,4.15,12877,4.15
536536,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-05-24 05:10:59,2.13,12877,2.13
536536,22382,LUNCH BAG SPACEBOY DESIGN,3.0,2023-05-24 05:10:59,1.68,12877,5.04
536536,22633,HAND WARMER UNION JACK,4.0,2023-05-24 05:10:59,1.87,12877,7.48
536537,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6.0,2023-09-25 22:54:18,4.07,12773,24.42
536537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-09-25 22:54:18,2.66,12773,7.98
536537,22748,POPPY'S PLAYHOUSE KITCHEN,3.0,2023-09-25 22:54:18,2.18,12773,6.54
536537,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-09-25 22:54:18,3.37,12773,3.37
536538,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-03-10 07:48:13,3.31,12821,3.31
536538,22383,LUNCH BAG SUKI DESIGN,4.0,2023-03-10 07:48:13,1.62,12821,6.48
536538,21931,JUMBO STORAGE BAG SUKI,1.0,2023-03-10 07:48:13,2.04,12821,2.04
536539,22386,JUMBO BAG PINK POLKADOT,4.0,2023-09-29 05:50:46,1.89,12927,7.56
536539,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-09-29 05:50:46,2.19,12927,4.38
536539,47566,PARTY BUNTING,6.0,2023-09-29 05:50:46,4.47,12927,26.82
536540,20727,LUNCH BAG BLACK SKULL.,1.0,2023-07-23 01:04:00,1.62,12844,1.62
536540,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3.0,2023-07-23 01:04:00,4.16,12844,12.48
536540,22386,JUMBO BAG PINK POLKADOT,1.0,2023-07-23 01:04:00,2.01,12844,2.01
536541,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-05-14 18:17:50,3.32,13004,3.32
536541,71053,WHITE METAL LANTERN,3.0,2023-05-14 18:17:50,3.22,13004,9.66
536542,22386,JUMBO BAG PINK POLKADOT,1.0,2023-08-15 04:08:55,1.85,12877,1.85
536542,47566,PARTY BUNTING,2.0,2023-08-15 04:08:55,4.45,12877,8.9
536545,20725,LUNCH BAG RED RETROSPOT,2.0,2023-02-13 06:25:34,1.64,12927,3.28
536545,20726,LUNCH BAG WOODLAND,3.0,2023-02-13 06:25:34,1.65,12927,4.95
536545,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3.0,2023-02-13 06:25:34,4.11,12927,12.33
536545,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6.0,2023-02-13 06:25:34,2.04,12927,12.24
536545,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6.0,2023-02-13 06:25:34,4.07,12927,24.42
536545,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-02-13 06:25:34,1.88,12927,1.88
536546,20728,LUNCH BAG CARS BLUE,3.0,2023-11-08 12:37:54,1.67,13124,5.01
536546,71053,WHITE METAL LANTERN,4.0,2023-11-08 12:37:54,3.23,13124,12.92
536546,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-11-08 12:37:54,2.08,13124,4.16
536546,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-11-08 12:37:54,3.3,13124,3.3
536546,22386,JUMBO BAG PINK POLKADOT,4.0,2023-11-08 12:37:54,2.02,13124,8.08
536546,22383,LUNCH BAG SUKI DESIGN,6.0,2023-11-08 12:37:54,1.62,13124,9.72
536547,20725,LUNCH BAG RED RETROSPOT,2.0,2023-07-08 07:26:50,1.65,12877,3.3
536547,20726,LUNCH BAG WOODLAND,2.0,2023-07-08 07:26:50,1.66,12877,3.32
536547,22310,IVORY KNITTED MUG COSY,4.0,2023-07-08 07:26:50,1.6,12877,6.4
536547,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-07-08 07:26:50,2.2,12877,2.2
536547,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-07-08 07:26:50,1.58,12877,1.58
536547,20728,LUNCH BAG CARS BLUE,2.0,2023-07-08 07:26:50,1.6,12877,3.2
536548,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-11-04 10:52:25,2.2,12877,2.2
536549,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-05-31 21:35:50,2.01,12783,2.01
536549,22745,POPPY'S PLAYHOUSE BEDROOM,6.0,2023-05-31 21:35:50,2.11,12783,12.66
536551,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-10-06 10:04:01,2.05,12845,4.1
536551,21931,JUMBO STORAGE BAG SUKI,4.0,2023-10-06 10:04:01,1.96,12845,7.84
536551,22632,HAND WARMER RED POLKA DOT,3.0,2023-10-06 10:04:01,1.9,12845,5.7
536551,22633,HAND WARMER UNION JACK,2.0,2023-10-06 10:04:01,1.85,12845,3.7
536551,47566,PARTY BUNTING,6.0,2023-10-06 10:04:01,4.57,12845,27.42
536552,22633,HAND WARMER UNION JACK,2.0,2023-11-13 17:18:26,1.94,12878,3.88
536553,20727,LUNCH BAG BLACK SKULL.,2.0,2023-11-25 15:07:34,1.73,12991,3.46
536554,47566,PARTY BUNTING,3.0,2023-07-19 22:19:14,4.43,12791,13.29
536554,21931,JUMBO STORAGE BAG SUKI,3.0,2023-07-19 22:19:14,1.94,12791,5.82
536554,71053,WHITE METAL LANTERN,1.0,2023-07-19 22:19:14,3.38,12791,3.38
536554,22749,POPPY'S PLAYHOUSE LIVINGROOM,4.0,2023-07-19 22:19:14,2.07,12791,8.28
536554,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-07-19 22:19:14,2.14,12791,2.14
536555,85099F,JUMBO BAG STRAWBERRY,2.0,2023-10-10 14:25:58,2.01,12799,4.02
536555,20728,LUNCH BAG CARS BLUE,2.0,2023-10-10 14:25:58,1.65,12799,3.3
536555,21931,JUMBO STORAGE BAG SUKI,1.0,2023-10-10 14:25:58,2.04,12799,2.04
536555,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,2023-10-10 14:25:58,2.04,12799,12.24
536555,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.0,2023-10-10 14:25:58,2.62,12799,7.86
536556,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-11-09 11:41:28,1.69,12817,1.69
536556,20726,LUNCH BAG WOODLAND,2.0,2023-11-09 11:41:28,1.6,12817,3.2
536556,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-11-09 11:41:28,1.91,12817,3.82
536557,20728,LUNCH BAG CARS BLUE,4.0,2023-07-15 01:44:21,1.72,12347,6.88
536557,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-07-15 01:44:21,2.5,12347,2.5
536557,20725,LUNCH BAG RED RETROSPOT,1.0,2023-07-15 01:44:21,1.61,12347,1.61
536558,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2.0,2023-04-06 16:32:32,4.34,13142,8.68
536559,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3.0,2023-02-27 01:08:59,2.0,12937,6.0
536561,85099F,JUMBO BAG STRAWBERRY,6.0,2023-10-18 03:10:47,2.03,12486,12.18
536562,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2.0,2023-06-08 14:50:40,4.07,12844,8.14
536562,47566,PARTY BUNTING,3.0,2023-06-08 14:50:40,4.54,12844,13.62
536563,20728,LUNCH BAG CARS BLUE,1.0,2023-08-21 00:42:28,1.66,12415,1.66
536564,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,2023-10-27 08:30:36,3.24,12877,9.72
536564,22386,JUMBO BAG PINK POLKADOT,1.0,2023-10-27 08:30:36,1.94,12877,1.94
536565,22745,POPPY'S PLAYHOUSE BEDROOM,3.0,2023-04-20 02:49:30,2.16,12543,6.48
536566,22310,IVORY KNITTED MUG COSY,1.0,2023-05-12 15:03:03,1.59,12877,1.59
536566,71053,WHITE METAL LANTERN,1.0,2023-05-12 15:03:03,3.35,12877,3.35
536566,85099F,JUMBO BAG STRAWBERRY,1.0,2023-05-12 15:03:03,2.0,12877,2.0
536567,22633,HAND WARMER UNION JACK,1.0,2023-11-17 01:41:53,1.93,12877,1.93
536568,22384,LUNCH BAG PINK POLKADOT,6.0,2023-07-14 19:13:01,1.65,12656,9.9
536568,22383,LUNCH BAG SUKI DESIGN,3.0,2023-07-14 19:13:01,1.61,12656,4.83
536568,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-07-14 19:13:01,2.63,12656,2.63
536570,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6.0,2023-06-28 03:02:13,4.12,12877,24.72
536570,20727,LUNCH BAG BLACK SKULL.,1.0,2023-06-28 03:02:13,1.62,12877,1.62
536570,22383,LUNCH BAG SUKI DESIGN,6.0,2023-06-28 03:02:13,1.71,12877,10.26
536571,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.0,2023-06-23 22:13:44,1.87,12712,1.87
536571,85099F,JUMBO BAG STRAWBERRY,1.0,2023-06-23 22:13:44,1.97,12712,1.97
536571,22384,LUNCH BAG PINK POLKADOT,2.0,2023-06-23 22:13:44,1.67,12712,3.34
536571,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-06-23 22:13:44,3.24,12712,3.24
536571,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-06-23 22:13:44,2.0,12712,2.0
536572,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-10-30 18:50:32,3.32,12524,3.32
536572,22384,LUNCH BAG PINK POLKADOT,3.0,2023-10-30 18:50:32,1.7,12524,5.1
536572,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4.0,2023-10-30 18:50:32,2.67,12524,10.68
536575,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-07-12 14:36:25,3.41,13084,3.41
536575,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-07-12 14:36:25,3.49,13084,3.49
536575,71053,WHITE METAL LANTERN,4.0,2023-07-12 14:36:25,3.3,13084,13.2
536575,22749,POPPY'S PLAYHOUSE LIVINGROOM,6.0,2023-07-12 14:36:25,2.04,13084,12.24
536575,22382,LUNCH BAG SPACEBOY DESIGN,2.0,2023-07-12 14:36:25,1.66,13084,3.32
536576,85099F,JUMBO BAG STRAWBERRY,2.0,2023-11-27 22:05:40,1.99,12453,3.98
536576,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-11-27 22:05:40,2.14,12453,2.14
536576,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6.0,2023-11-27 22:05:40,4.11,12453,24.66
536577,22383,LUNCH BAG SUKI DESIGN,3.0,2023-08-15 18:17:25,1.69,12792,5.07
536577,71053,WHITE METAL LANTERN,3.0,2023-08-15 18:17:25,3.5,12792,10.5
536578,22632,HAND WARMER RED POLKA DOT,2.0,2023-02-21 13:14:12,1.94,13097,3.88
536578,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-02-21 13:14:12,2.05,13097,4.1
536578,85099B,JUMBO BAG RED RETROSPOT,4.0,2023-02-21 13:14:12,1.89,13097,7.56
536579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.0,2023-07-02 06:44:12,4.3,13051,17.2
536579,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4.0,2023-07-02 06:44:12,2.0,13051,8.0
536579,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-07-02 06:44:12,2.46,13051,7.38
536580,85099F,JUMBO BAG STRAWBERRY,1.0,2023-09-29 09:22:28,2.03,12821,2.03
536580,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-09-29 09:22:28,3.39,12821,3.39
536581,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2023-12-01 10:42:58,2.53,12815,15.18
536581,85099F,JUMBO BAG STRAWBERRY,3.0,2023-12-01 10:42:58,1.94,12815,5.82
536581,21931,JUMBO STORAGE BAG SUKI,3.0,2023-12-01 10:42:58,2.0,12815,6.0
536582,21931,JUMBO STORAGE BAG SUKI,2.0,2023-05-21 05:03:44,2.01,13145,4.02
536582,22310,IVORY KNITTED MUG COSY,2.0,2023-05-21 05:03:44,1.61,13145,3.22
536582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2023-05-21 05:03:44,3.55,13145,7.1
536584,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-09-21 13:00:20,1.94,12572,1.94
536584,22310,IVORY KNITTED MUG COSY,4.0,2023-09-21 13:00:20,1.59,12572,6.36
536584,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-09-21 13:00:20,2.54,12572,2.54
536584,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2.0,2023-09-21 13:00:20,4.46,12572,8.92
536584,22632,HAND WARMER RED POLKA DOT,6.0,2023-09-21 13:00:20,1.93,12572,11.58
536585,22382,LUNCH BAG SPACEBOY DESIGN,3.0,2023-11-14 15:10:20,1.66,12607,4.98
536586,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6.0,2023-09-20 10:48:22,2.01,12619,12.06
536586,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2.0,2023-09-20 10:48:22,4.16,12619,8.32
536586,22745,POPPY'S PLAYHOUSE BEDROOM,3.0,2023-09-20 10:48:22,2.02,12619,6.06
536586,22386,JUMBO BAG PINK POLKADOT,2.0,2023-09-20 10:48:22,1.88,12619,3.76
536586,47566,PARTY BUNTING,6.0,2023-09-20 10:48:22,4.8,12619,28.8
536587,22383,LUNCH BAG SUKI DESIGN,2.0,2023-12-04 14:14:27,1.71,12877,3.42
536587,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-12-04 14:14:27,2.09,12877,4.18
536588,20727,LUNCH BAG BLACK SKULL.,4.0,2023-08-24 21:25:05,1.57,12824,6.28
536588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2023-08-24 21:25:05,2.63,12824,5.26
536588,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.0,2023-08-24 21:25:05,2.66,12824,7.98
536588,22384,LUNCH BAG PINK POLKADOT,4.0,2023-08-24 21:25:05,1.57,12824,6.28
536588,47566,PARTY BUNTING,1.0,2023-08-24 21:25:05,4.42,12824,4.42
536588,85099F,JUMBO BAG STRAWBERRY,2.0,2023-08-24 21:25:05,1.93,12824,3.86
536589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2023-03-14 03:46:22,2.65,12416,15.9
536589,20727,LUNCH BAG BLACK SKULL.,2.0,2023-03-14 03:46:22,1.61,12416,3.22
536589,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-03-14 03:46:22,3.45,12416,3.45
536589,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-03-14 03:46:22,1.97,12416,1.97
536589,71053,WHITE METAL LANTERN,3.0,2023-03-14 03:46:22,3.4,12416,10.2
536591,22382,LUNCH BAG SPACEBOY DESIGN,6.0,2023-11-18 00:02:22,1.65,12622,9.9
536591,22748,POPPY'S PLAYHOUSE KITCHEN,1.0,2023-11-18 00:02:22,2.0,12622,2.0
536591,71053,WHITE METAL LANTERN,6.0,2023-11-18 00:02:22,3.39,12622,20.34
536591,22745,POPPY'S PLAYHOUSE BEDROOM,2.0,2023-11-18 00:02:22,2.13,12622,4.26
536591,22310,IVORY KNITTED MUG COSY,6.0,2023-11-18 00:02:22,1.59,12622,9.54
536592,84879,ASSORTED COLOUR BIRD ORNAMENT,2.0,2023-09-03 15:03:28,1.77,12534,3.54
536592,22383,LUNCH BAG SUKI DESIGN,6.0,2023-09-03 15:03:28,1.61,12534,9.66
536592,22633,HAND WARMER UNION JACK,3.0,2023-09-03 15:03:28,1.88,12534,5.64
536592,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.0,2023-09-03 15:03:28,2.01,12534,2.01
536593,20725,LUNCH BAG RED RETROSPOT,4.0,2023-06-15 05:22:10,1.69,12592,6.76
536593,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2023-06-15 05:22:10,2.71,12592,2.71
536593,22386,JUMBO BAG PINK POLKADOT,6.0,2023-06-15 05:22:10,1.99,12592,11.94
536594,22745,POPPY'S PLAYHOUSE BEDROOM,3.0,2023-02-02 17:44:17,2.15,12398,6.45
536596,22310,IVORY KNITTED MUG COSY,2.0,2023-10-10 04:02:03,1.6,12877,3.2
536596,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2023-10-10 04:02:03,2.85,12877,2.85
536596,22386,JUMBO BAG PINK POLKADOT,6.0,2023-10-10 04:02:03,1.89,12877,11.34
536596,22633,HAND WARMER UNION JACK,1.0,2023-10-10 04:02:03,1.85,12877,1.85
536596,22745,POPPY'S PLAYHOUSE BEDROOM,1.0,2023-10-10 04:02:03,2.09,12877,2.09
536597,84879,ASSORTED COLOUR BIRD ORNAMENT,3.0,2023-10-10 11:45:11,1.7,12877,5.1
536599,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-05-15 03:42:53,1.94,12877,1.94
536599,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-05-15 03:42:53,1.65,12877,1.65
536600,20728,LUNCH BAG CARS BLUE,3.0,2023-10-06 23:04:36,1.67,12877,5.01
536600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2023-10-06 23:04:36,2.65,12877,7.95
536600,20727,LUNCH BAG BLACK SKULL.,3.0,2023-10-06 23:04:36,1.6,12877,4.8
536600,22384,LUNCH BAG PINK POLKADOT,3.0,2023-10-06 23:04:36,1.59,12877,4.77
536601,22384,LUNCH BAG PINK POLKADOT,4.0,2023-11-06 22:36:55,1.6,12588,6.4
536601,71053,WHITE METAL LANTERN,6.0,2023-11-06 22:36:55,3.39,12588,20.34
536601,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2.0,2023-11-06 22:36:55,4.19,12588,8.38
536601,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-11-06 22:36:55,1.68,12588,1.68
536602,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6.0,2023-01-20 11:46:55,4.38,13024,26.28
536602,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-01-20 11:46:55,1.67,13024,1.67
536602,85099B,JUMBO BAG RED RETROSPOT,1.0,2023-01-20 11:46:55,1.91,13024,1.91
536602,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-01-20 11:46:55,2.54,13024,5.08
536604,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-10-18 10:12:41,3.3,12793,3.3
536604,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2023-10-18 10:12:41,2.7,12793,2.7
536605,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-11-18 07:45:10,2.56,12824,5.12
536605,71053,WHITE METAL LANTERN,3.0,2023-11-18 07:45:10,3.49,12824,10.47
536605,22749,POPPY'S PLAYHOUSE LIVINGROOM,1.0,2023-11-18 07:45:10,2.14,12824,2.14
536606,22632,HAND WARMER RED POLKA DOT,3.0,2023-06-24 21:18:58,1.93,12792,5.79
536606,22310,IVORY KNITTED MUG COSY,4.0,2023-06-24 21:18:58,1.61,12792,6.44
536607,22310,IVORY KNITTED MUG COSY,1.0,2023-08-13 03:09:10,1.61,12347,1.61
536608,22748,POPPY'S PLAYHOUSE KITCHEN,1.0,2023-11-05 18:31:41,2.19,12593,2.19
536608,20727,LUNCH BAG BLACK SKULL.,4.0,2023-11-05 18:31:41,1.63,12593,6.52
536608,85099F,JUMBO BAG STRAWBERRY,1.0,2023-11-05 18:31:41,1.95,12593,1.95
536608,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3.0,2023-11-05 18:31:41,4.19,12593,12.57
536608,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-11-05 18:31:41,3.49,12593,3.49
536608,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-11-05 18:31:41,1.99,12593,3.98
536609,22384,LUNCH BAG PINK POLKADOT,1.0,2023-11-10 19:37:02,1.72,12777,1.72
536610,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,2023-12-09 03:08:41,3.52,12572,3.52
536610,20727,LUNCH BAG BLACK SKULL.,2.0,2023-12-09 03:08:41,1.73,12572,3.46
536610,22633,HAND WARMER UNION JACK,1.0,2023-12-09 03:08:41,1.91,12572,1.91
536611,20726,LUNCH BAG WOODLAND,4.0,2023-09-25 08:57:24,1.58,12821,6.32
536613,71053,WHITE METAL LANTERN,2.0,2023-06-23 17:44:50,3.4,13061,6.8
536613,21931,JUMBO STORAGE BAG SUKI,2.0,2023-06-23 17:44:50,1.95,13061,3.9
536613,84879,ASSORTED COLOUR BIRD ORNAMENT,4.0,2023-06-23 17:44:50,1.73,13061,6.92
536613,20726,LUNCH BAG WOODLAND,3.0,2023-06-23 17:44:50,1.57,13061,4.71
536613,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3.0,2023-06-23 17:44:50,4.22,13061,12.66
536613,22384,LUNCH BAG PINK POLKADOT,1.0,2023-06-23 17:44:50,1.7,13061,1.7
536614,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,2023-10-23 22:28:19,2.03,13051,12.18
536614,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4.0,2023-10-23 22:28:19,1.99,13051,7.96
536614,22382,LUNCH BAG SPACEBOY DESIGN,1.0,2023-10-23 22:28:19,1.59,13051,1.59
536614,84029E,RED WOOLLY HOTTIE WHITE HEART.,1.0,2023-10-23 22:28:19,3.24,13051,3.24
536614,22632,HAND WARMER RED POLKA DOT,2.0,2023-10-23 22:28:19,1.89,13051,3.78
536614,22383,LUNCH BAG SUKI DESIGN,1.0,2023-10-23 22:28:19,1.63,13051,1.63
536615,21931,JUMBO STORAGE BAG SUKI,2.0,2023-06-10 16:41:42,1.92,13063,3.84
536615,84879,ASSORTED COLOUR BIRD ORNAMENT,2.0,2023-06-10 16:41:42,1.7,13063,3.4
536616,71053,WHITE METAL LANTERN,2.0,2023-12-01 05:40:14,3.47,12348,6.94
536616,22632,HAND WARMER RED POLKA DOT,3.0,2023-12-01 05:40:14,1.89,12348,5.67
536617,85099B,JUMBO BAG RED RETROSPOT,3.0,2023-08-08 13:58:27,1.91,12594,5.73
536619,85099B,JUMBO BAG RED RETROSPOT,2.0,2023-11-16 22:38:59,1.98,12879,3.96
536620,20728,LUNCH BAG CARS BLUE,2.0,2023-10-24 08:38:26,1.69,12877,3.38
536620,20725,LUNCH BAG RED RETROSPOT,4.0,2023-10-24 08:38:26,1.66,12877,6.64
536620,20727,LUNCH BAG BLACK SKULL.,1.0,2023-10-24 08:38:26,1.57,12877,1.57
536620,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2023-10-24 08:38:26,2.5,12877,5.0
536621,22749,POPPY'S PLAYHOUSE LIVINGROOM,2.0,2023-04-11 22:01:22,2.12,12659,4.24
536622,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2023-01-16 09:54:05,2.52,12593,2.52
536622,71053,WHITE METAL LANTERN,2.0,2023-01-16 09:54:05,3.48,12593,6.96
536623,84879,ASSORTED COLOUR BIRD ORNAMENT,1.0,2023-08-10 06:27:12,1.71,12697,1.71
536623,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3.0,2023-08-10 06:27:12,4.2,12697,12.6
536623,21931,JUMBO STORAGE BAG SUKI,1.0,2023-08-10 06:27:12,1.87,12697,1.87
536623,22633,HAND WARMER UNION JACK,3.0,2023-08-10 06:27:12,1.89,12697,5.67
536624,71053,WHITE METAL LANTERN,6.0,2023-01-20 19:49:04,3.36,13025,20.16
536624,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,2023-01-20 19:49:04,3.5,13025,10.5
536624,20726,LUNCH BAG WOODLAND,2.0,2023-01-20 19:49:04,1.63,13025,3.26
