InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
536575,71053,WHITE METAL LANTERN,4,2023-07-12 14:36:25,3.3,13084.0
536575,22749,POPPY'S PLAYHOUSE LIVINGROOM,6,2023-07-12 14:36:25,2.04,13084.0
536575,22382,LUNCH BAG SPACEBOY DESIGN,2,2023-07-12 14:36:25,1.66,13084.0
536576,85099F,JUMBO BAG STRAWBERRY,2,2023-11-27 22:05:40,1.99,12453.0
536576,22745,POPPY'S PLAYHOUSE BEDROOM,1,2023-11-27 22:05:40,2.14,12453.0
536576,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-11-27 22:05:40,4.11,12453.0
536577,22383,LUNCH BAG SUKI DESIGN,3,2023-08-15 18:17:25,1.69,12792.0
536577,71053,WHITE METAL LANTERN,3,2023-08-15 18:17:25,3.5,12792.0
536577,22386,JUMBO BAG PINK POLKADOT,12,2023-08-15 18:17:25,1.92,12792.0
536578,22632,HAND WARMER RED POLKA DOT,2,2023-02-21 13:14:12,1.94,13097.0
536578,22745,POPPY'S PLAYHOUSE BEDROOM,2,2023-02-21 13:14:12,2.05,13097.0
536578,85099B,JUMBO BAG RED RETROSPOT,4,2023-02-21 13:14:12,1.89,13097.0
536579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-07-02 06:44:12,4.3,13051.0
536579,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2023-07-02 06:44:12,2.0,13051.0
536579,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-07-02 06:44:12,2.46,13051.0
536580,85099F,JUMBO BAG STRAWBERRY,1,2023-09-29 09:22:28,2.03,12821.0
536580,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-09-29 09:22:28,3.39,12821.0
536581,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-12-01 10:42:58,2.53,12815.0
536581,85099F,JUMBO BAG STRAWBERRY,3,2023-12-01 10:42:58,1.94,12815.0
536581,21931,JUMBO STORAGE BAG SUKI,3,2023-12-01 10:42:58,2.0,12815.0
536582,21931,JUMBO STORAGE BAG SUKI,2,2023-05-21 05:03:44,2.01,13145.0
536582,22310,IVORY KNITTED MUG COSY,2,2023-05-21 05:03:44,1.61,13145.0
536582,22630,DOORMAT KEEP CALM AND COME IN,4,2023-05-21 05:03:44,7.0,13145.0
536582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-05-21 05:03:44,3.55,13145.0
C536583,22383,LUNCH BAG SUKI DESIGN,-5,2023-05-08 14:05:24,1.65,12877.0
C536583,85099F,JUMBO BAG STRAWBERRY,-2,2023-05-08 14:05:24,1.95,12877.0
C536583,84406B,CREAM CUPID HEARTS COAT HANGER,-3,2023-05-08 14:05:24,2.75,12877.0
C536583,22633,HAND WARMER UNION JACK,-2,2023-05-08 14:05:24,1.85,12877.0
C536583,22749,POPPY'S PLAYHOUSE LIVINGROOM,-4,2023-05-08 14:05:24,2.1,12877.0
C536583,22310,IVORY KNITTED MUG COSY,-1,2023-05-08 14:05:24,1.65,12877.0
536584,85099B,JUMBO BAG RED RETROSPOT,1,2023-09-21 13:00:20,1.94,12572.0
536584,22310,IVORY KNITTED MUG COSY,4,2023-09-21 13:00:20,1.59,12572.0
536584,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-09-21 13:00:20,2.54,12572.0
536584,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-09-21 13:00:20,4.46,12572.0
536584,22632,HAND WARMER RED POLKA DOT,6,2023-09-21 13:00:20,1.93,12572.0
536584,20726,LUNCH BAG WOODLAND,24,2023-09-21 13:00:20,1.7,12572.0
536585,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-11-14 15:10:20,1.66,12607.0
536586,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2023-09-20 10:48:22,2.01,12619.0
536586,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-09-20 10:48:22,4.16,12619.0
536586,22745,POPPY'S PLAYHOUSE BEDROOM,3,2023-09-20 10:48:22,2.02,12619.0
536586,22386,JUMBO BAG PINK POLKADOT,2,2023-09-20 10:48:22,1.88,12619.0
536586,47566,PARTY BUNTING,6,2023-09-20 10:48:22,4.8,12619.0
536587,22383,LUNCH BAG SUKI DESIGN,2,2023-12-04 14:14:27,1.71,12877.0
536587,22745,POPPY'S PLAYHOUSE BEDROOM,2,2023-12-04 14:14:27,2.09,12877.0
536587,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2023-12-04 14:14:27,3.41,12877.0
536588,20727,LUNCH BAG BLACK SKULL.,4,2023-08-24 21:25:05,1.57,12824.0
536588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-08-24 21:25:05,2.63,12824.0
536588,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2023-08-24 21:25:05,2.66,12824.0
536588,22384,LUNCH BAG PINK POLKADOT,4,2023-08-24 21:25:05,1.57,12824.0
536588,47566,PARTY BUNTING,1,2023-08-24 21:25:05,4.42,12824.0
536588,85099F,JUMBO BAG STRAWBERRY,2,2023-08-24 21:25:05,1.93,12824.0
536589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-03-14 03:46:22,2.65,12416.0
536589,20727,LUNCH BAG BLACK SKULL.,2,2023-03-14 03:46:22,1.61,12416.0
536589,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-03-14 03:46:22,3.45,12416.0
536589,85099B,JUMBO BAG RED RETROSPOT,1,2023-03-14 03:46:22,1.97,12416.0
536589,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-03-14 03:46:22,4.37,12416.0
536589,71053,WHITE METAL LANTERN,3,2023-03-14 03:46:22,3.4,12416.0
536590,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-07-01 21:27:28,3.25,
536590,22749,POPPY'S PLAYHOUSE LIVINGROOM,1,2023-07-01 21:27:28,2.02,
536590,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-07-01 21:27:28,2.69,
536591,22382,LUNCH BAG SPACEBOY DESIGN,6,2023-11-18 00:02:22,1.65,12622.0
536591,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-11-18 00:02:22,2.0,12622.0
536591,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-11-18 00:02:22,7.79,12622.0
536591,71053,WHITE METAL LANTERN,6,2023-11-18 00:02:22,3.39,12622.0
536591,22745,POPPY'S PLAYHOUSE BEDROOM,2,2023-11-18 00:02:22,2.13,12622.0
536591,22310,IVORY KNITTED MUG COSY,6,2023-11-18 00:02:22,1.59,12622.0
536592,20725,LUNCH BAG RED RETROSPOT,12,2023-09-03 15:03:28,1.57,12534.0
536592,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-03 15:03:28,1.77,12534.0
536592,22383,LUNCH BAG SUKI DESIGN,6,2023-09-03 15:03:28,1.61,12534.0
536592,22633,HAND WARMER UNION JACK,3,2023-09-03 15:03:28,1.88,12534.0
536592,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-09-03 15:03:28,2.01,12534.0
536593,20725,LUNCH BAG RED RETROSPOT,4,2023-06-15 05:22:10,1.69,12592.0
536593,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-06-15 05:22:10,2.71,12592.0
536593,22386,JUMBO BAG PINK POLKADOT,6,2023-06-15 05:22:10,1.99,12592.0
536594,22745,POPPY'S PLAYHOUSE BEDROOM,3,2023-02-02 17:44:17,2.15,12398.0
536595,22383,LUNCH BAG SUKI DESIGN,1,2023-06-10 17:54:18,1.6,
536595,22745,POPPY'S PLAYHOUSE BEDROOM,3,2023-06-10 17:54:18,2.09,
536596,22310,IVORY KNITTED MUG COSY,2,2023-10-10 04:02:03,1.6,12877.0
536596,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-10-10 04:02:03,2.85,12877.0
536596,22630,DOORMAT KEEP CALM AND COME IN,3,2023-10-10 04:02:03,6.5,12877.0
536596,22386,JUMBO BAG PINK POLKADOT,6,2023-10-10 04:02:03,1.89,12877.0
536596,22633,HAND WARMER UNION JACK,1,2023-10-10 04:02:03,1.85,12877.0
536596,22745,POPPY'S PLAYHOUSE BEDROOM,1,2023-10-10 04:02:03,2.09,12877.0
536597,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-10-10 11:45:11,1.7,12877.0
536598,22310,IVORY KNITTED MUG COSY,2,2023-12-05 02:07:16,1.68,
536598,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-12-05 02:07:16,1.6,
536598,22386,JUMBO BAG PINK POLKADOT,2,2023-12-05 02:07:16,1.92,
536598,22748,POPPY'S PLAYHOUSE KITCHEN,3,2023-12-05 02:07:16,2.19,
536598,20725,LUNCH BAG RED RETROSPOT,2,2023-12-05 02:07:16,1.58,
536599,85099B,JUMBO BAG RED RETROSPOT,1,2023-05-15 03:42:53,1.94,12877.0
536599,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-05-15 03:42:53,1.65,12877.0
536600,20728,LUNCH BAG CARS BLUE,3,2023-10-06 23:04:36,1.67,12877.0
536600,22630,DOORMAT KEEP CALM AND COME IN,1,2023-10-06 23:04:36,6.66,12877.0
536600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-10-06 23:04:36,2.65,12877.0
536600,20727,LUNCH BAG BLACK SKULL.,3,2023-10-06 23:04:36,1.6,12877.0
536600,22384,LUNCH BAG PINK POLKADOT,3,2023-10-06 23:04:36,1.59,12877.0
536601,22384,LUNCH BAG PINK POLKADOT,4,2023-11-06 22:36:55,1.6,12588.0
536601,71053,WHITE METAL LANTERN,6,2023-11-06 22:36:55,3.39,12588.0
536601,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-11-06 22:36:55,4.19,12588.0
536601,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-11-06 22:36:55,1.68,12588.0
536602,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-01-20 11:46:55,4.38,13024.0
536602,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-01-20 11:46:55,1.67,13024.0
536602,85099B,JUMBO BAG RED RETROSPOT,1,2023-01-20 11:46:55,1.91,13024.0
536602,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-01-20 11:46:55,2.54,13024.0
C536603,85099F,JUMBO BAG STRAWBERRY,-3,2023-10-17 05:03:21,1.95,12877.0
C536603,20725,LUNCH BAG RED RETROSPOT,-3,2023-10-17 05:03:21,1.65,12877.0
536604,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-18 10:12:41,3.3,12793.0
536604,22630,DOORMAT KEEP CALM AND COME IN,2,2023-10-18 10:12:41,6.67,12793.0
536604,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-10-18 10:12:41,7.83,12793.0
536604,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-10-18 10:12:41,2.7,12793.0
536605,22632,HAND WARMER RED POLKA DOT,12,2023-11-18 07:45:10,1.79,12824.0
536605,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-11-18 07:45:10,2.56,12824.0
536605,71053,WHITE METAL LANTERN,3,2023-11-18 07:45:10,3.49,12824.0
536605,22749,POPPY'S PLAYHOUSE LIVINGROOM,1,2023-11-18 07:45:10,2.14,12824.0
536606,22632,HAND WARMER RED POLKA DOT,3,2023-06-24 21:18:58,1.93,12792.0
536606,22630,DOORMAT KEEP CALM AND COME IN,2,2023-06-24 21:18:58,7.0,12792.0
536606,22310,IVORY KNITTED MUG COSY,4,2023-06-24 21:18:58,1.61,12792.0
536607,22630,DOORMAT KEEP CALM AND COME IN,1,2023-08-13 03:09:10,0.0,12347.0
536607,22310,IVORY KNITTED MUG COSY,1,2023-08-13 03:09:10,1.61,12347.0
536608,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-11-05 18:31:41,2.19,12593.0
536608,20727,LUNCH BAG BLACK SKULL.,4,2023-11-05 18:31:41,1.63,12593.0
536608,85099F,JUMBO BAG STRAWBERRY,1,2023-11-05 18:31:41,1.95,12593.0
536608,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-11-05 18:31:41,4.19,12593.0
536608,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-11-05 18:31:41,3.49,12593.0
536608,85099B,JUMBO BAG RED RETROSPOT,2,2023-11-05 18:31:41,1.99,12593.0
536609,22384,LUNCH BAG PINK POLKADOT,1,2023-11-10 19:37:02,1.72,12777.0
536610,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-12-09 03:08:41,3.52,12572.0
536610,20727,LUNCH BAG BLACK SKULL.,2,2023-12-09 03:08:41,1.73,12572.0
536610,22633,HAND WARMER UNION JACK,1,2023-12-09 03:08:41,1.91,12572.0
536610,22752,SET 7 BABUSHKA NESTING BOXES,12,2023-12-09 03:08:41,7.95,12572.0
536611,22630,DOORMAT KEEP CALM AND COME IN,1,2023-09-25 08:57:24,6.67,12821.0
536611,20726,LUNCH BAG WOODLAND,4,2023-09-25 08:57:24,1.58,12821.0
536612,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-03-10 13:53:01,1.64,
536612,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-03-10 13:53:01,4.28,
536612,22383,LUNCH BAG SUKI DESIGN,1,2023-03-10 13:53:01,1.72,
536612,22630,DOORMAT KEEP CALM AND COME IN,3,2023-03-10 13:53:01,6.45,
536612,22310,IVORY KNITTED MUG COSY,1,2023-03-10 13:53:01,1.68,
536612,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-03-10 13:53:01,3.22,
536613,71053,WHITE METAL LANTERN,2,2023-06-23 17:44:50,3.4,13061.0
536613,21931,JUMBO STORAGE BAG SUKI,2,2023-06-23 17:44:50,1.95,13061.0
536613,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-23 17:44:50,1.73,13061.0
536613,20726,LUNCH BAG WOODLAND,3,2023-06-23 17:44:50,1.57,13061.0
536613,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-06-23 17:44:50,4.22,13061.0
536613,22384,LUNCH BAG PINK POLKADOT,1,2023-06-23 17:44:50,1.7,13061.0
536614,22748,POPPY'S PLAYHOUSE KITCHEN,6,2023-10-23 22:28:19,2.03,13051.0
536614,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2023-10-23 22:28:19,1.99,13051.0
536614,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-10-23 22:28:19,1.59,13051.0
536614,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-10-23 22:28:19,3.24,13051.0
536614,22632,HAND WARMER RED POLKA DOT,2,2023-10-23 22:28:19,1.89,13051.0
536614,22383,LUNCH BAG SUKI DESIGN,1,2023-10-23 22:28:19,1.63,13051.0
536615,21931,JUMBO STORAGE BAG SUKI,2,2023-06-10 16:41:42,1.92,13063.0
536615,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-06-10 16:41:42,1.7,13063.0
536616,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-12-01 05:40:14,7.4,12348.0
536616,71053,WHITE METAL LANTERN,2,2023-12-01 05:40:14,3.47,12348.0
536616,22632,HAND WARMER RED POLKA DOT,3,2023-12-01 05:40:14,1.89,12348.0
536617,21931,JUMBO STORAGE BAG SUKI,24,2023-08-08 13:58:27,2.02,12594.0
536617,85099B,JUMBO BAG RED RETROSPOT,3,2023-08-08 13:58:27,1.91,12594.0
536618,47566,PARTY BUNTING,1,2023-10-02 19:49:55,4.74,
536618,22633,HAND WARMER UNION JACK,1,2023-10-02 19:49:55,1.77,
536618,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-02 19:49:55,2.64,
536619,85099B,JUMBO BAG RED RETROSPOT,2,2023-11-16 22:38:59,1.98,12879.0
536620,20728,LUNCH BAG CARS BLUE,2,2023-10-24 08:38:26,1.69,12877.0
536620,20725,LUNCH BAG RED RETROSPOT,4,2023-10-24 08:38:26,1.66,12877.0
536620,20727,LUNCH BAG BLACK SKULL.,1,2023-10-24 08:38:26,1.57,12877.0
536620,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-10-24 08:38:26,2.5,12877.0
536621,22749,POPPY'S PLAYHOUSE LIVINGROOM,2,2023-04-11 22:01:22,2.12,12659.0
536622,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-01-16 09:54:05,2.52,12593.0
536622,71053,WHITE METAL LANTERN,2,2023-01-16 09:54:05,3.48,12593.0
536623,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-08-10 06:27:12,7.8,12697.0
536623,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-08-10 06:27:12,1.71,12697.0
536623,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-08-10 06:27:12,4.2,12697.0
536623,21931,JUMBO STORAGE BAG SUKI,1,2023-08-10 06:27:12,1.87,12697.0
536623,22633,HAND WARMER UNION JACK,3,2023-08-10 06:27:12,1.89,12697.0
536623,22384,LUNCH BAG PINK POLKADOT,12,2023-08-10 06:27:12,1.69,12697.0
536624,71053,WHITE METAL LANTERN,6,2023-01-20 19:49:04,3.36,13025.0
536624,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-01-20 19:49:04,3.5,13025.0
536624,20726,LUNCH BAG WOODLAND,2,2023-01-20 19:49:04,1.63,13025.0
536624,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-01-20 19:49:04,4.45,13025.0
536625,22383,LUNCH BAG SUKI DESIGN,2,2023-10-24 21:48:31,1.58,12877.0
536625,22752,SET 7 BABUSHKA NESTING BOXES,12,2023-10-24 21:48:31,7.6,12877.0
536625,22749,POPPY'S PLAYHOUSE LIVINGROOM,6,2023-10-24 21:48:31,2.18,12877.0
536625,22630,DOORMAT KEEP CALM AND COME IN,1,2023-10-24 21:48:31,6.77,12877.0
536625,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-24 21:48:31,2.52,12877.0
536626,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-07-15 00:13:32,2.52,12877.0
536626,20725,LUNCH BAG RED RETROSPOT,1,2023-07-15 00:13:32,1.69,12877.0
536626,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-07-15 00:13:32,3.39,12877.0
536627,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-25 00:28:20,3.54,13063.0
536627,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-10-25 00:28:20,4.2,13063.0
536627,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-10-25 00:28:20,7.85,13063.0
536627,22310,IVORY KNITTED MUG COSY,1,2023-10-25 00:28:20,1.67,13063.0
536628,22384,LUNCH BAG PINK POLKADOT,2,2023-10-03 03:49:09,1.58,12877.0
536628,71053,WHITE METAL LANTERN,2,2023-10-03 03:49:09,3.29,12877.0
C536629,22745,POPPY'S PLAYHOUSE BEDROOM,-1,2023-02-27 10:26:20,2.1,12450.0
C536629,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2,2023-02-27 10:26:20,2.55,12450.0
C536629,22384,LUNCH BAG PINK POLKADOT,-2,2023-02-27 10:26:20,1.65,12450.0
C536629,20726,LUNCH BAG WOODLAND,-3,2023-02-27 10:26:20,1.65,12450.0
C536629,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5,2023-02-27 10:26:20,2.1,12450.0
C536629,21931,JUMBO STORAGE BAG SUKI,-4,2023-02-27 10:26:20,1.95,12450.0
536630,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-08-17 00:41:40,1.62,12396.0
536630,22310,IVORY KNITTED MUG COSY,1,2023-08-17 00:41:40,1.68,12396.0
536630,22384,LUNCH BAG PINK POLKADOT,24,2023-08-17 00:41:40,1.64,12396.0
536630,20727,LUNCH BAG BLACK SKULL.,2,2023-08-17 00:41:40,1.71,12396.0
536630,20728,LUNCH BAG CARS BLUE,1,2023-08-17 00:41:40,1.58,12396.0
536631,22384,LUNCH BAG PINK POLKADOT,4,2023-12-03 22:40:07,1.64,
536632,22384,LUNCH BAG PINK POLKADOT,3,2023-10-16 08:45:29,1.65,12877.0
536632,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-10-16 08:45:29,1.57,12877.0
536632,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-10-16 08:45:29,3.31,12877.0
536633,22633,HAND WARMER UNION JACK,2,2023-11-07 23:24:06,1.94,12524.0
536634,21931,JUMBO STORAGE BAG SUKI,1,2023-09-12 05:17:19,1.93,12886.0
536634,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2023-09-12 05:17:19,2.0,12886.0
536634,20727,LUNCH BAG BLACK SKULL.,4,2023-09-12 05:17:19,1.73,12886.0
536634,22749,POPPY'S PLAYHOUSE LIVINGROOM,1,2023-09-12 05:17:19,2.13,12886.0
536634,20725,LUNCH BAG RED RETROSPOT,6,2023-09-12 05:17:19,1.71,12886.0
536634,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-09-12 05:17:19,4.08,12886.0
536635,22749,POPPY'S PLAYHOUSE LIVINGROOM,1,2023-06-15 04:03:17,2.09,12877.0
536635,22386,JUMBO BAG PINK POLKADOT,1,2023-06-15 04:03:17,1.94,12877.0
536635,20727,LUNCH BAG BLACK SKULL.,6,2023-06-15 04:03:17,1.71,12877.0
536635,85099B,JUMBO BAG RED RETROSPOT,2,2023-06-15 04:03:17,1.91,12877.0
536635,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-06-15 04:03:17,2.53,12877.0
536635,22384,LUNCH BAG PINK POLKADOT,2,2023-06-15 04:03:17,1.59,12877.0
536636,22383,LUNCH BAG SUKI DESIGN,1,2023-05-12 11:56:13,1.7,12877.0
536636,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-05-12 11:56:13,1.72,12877.0
536637,22382,LUNCH BAG SPACEBOY DESIGN,12,2023-05-26 05:35:25,1.59,13126.0
536638,22630,DOORMAT KEEP CALM AND COME IN,2,2023-11-09 09:24:49,6.77,12696.0
536638,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-11-09 09:24:49,2.56,12696.0
536638,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-11-09 09:24:49,2.44,12696.0
536638,22745,POPPY'S PLAYHOUSE BEDROOM,1,2023-11-09 09:24:49,2.01,12696.0
536638,85099B,JUMBO BAG RED RETROSPOT,3,2023-11-09 09:24:49,2.0,12696.0
536639,22749,POPPY'S PLAYHOUSE LIVINGROOM,4,2023-03-31 07:06:11,2.19,12757.0
536639,85099F,JUMBO BAG STRAWBERRY,2,2023-03-31 07:06:11,1.91,12757.0
536639,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-03-31 07:06:11,3.23,12757.0
536640,20726,LUNCH BAG WOODLAND,1,2023-07-10 12:06:52,1.59,12991.0
536641,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-08-12 23:00:05,4.46,13081.0
536641,22748,POPPY'S PLAYHOUSE KITCHEN,3,2023-08-12 23:00:05,2.08,13081.0
536641,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-08-12 23:00:05,1.99,13081.0
536642,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-06-13 09:29:03,4.27,12486.0
536643,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-05-17 18:48:11,1.76,13115.0
536643,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-05-17 18:48:11,3.29,13115.0
536643,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-05-17 18:48:11,2.65,13115.0
C536644,84406B,CREAM CUPID HEARTS COAT HANGER,-3,2023-05-16 16:00:13,2.75,12877.0
C536644,84879,ASSORTED COLOUR BIRD ORNAMENT,-2,2023-05-16 16:00:13,1.69,12877.0
C536644,22630,DOORMAT KEEP CALM AND COME IN,-3,2023-05-16 16:00:13,6.75,12877.0
C536644,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2,2023-05-16 16:00:13,2.55,12877.0
C536644,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-4,2023-05-16 16:00:13,4.25,12877.0
536645,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-09-01 20:30:18,1.64,12416.0
536645,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-09-01 20:30:18,2.02,12416.0
536645,22632,HAND WARMER RED POLKA DOT,3,2023-09-01 20:30:18,1.88,12416.0
536645,22745,POPPY'S PLAYHOUSE BEDROOM,2,2023-09-01 20:30:18,2.11,12416.0
536645,71053,WHITE METAL LANTERN,3,2023-09-01 20:30:18,3.49,12416.0
536645,22310,IVORY KNITTED MUG COSY,12,2023-09-01 20:30:18,1.65,12416.0
536646,22310,IVORY KNITTED MUG COSY,1,2023-09-18 04:19:58,1.68,12348.0
536646,47566,PARTY BUNTING,4,2023-09-18 04:19:58,4.48,12348.0
536646,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-09-18 04:19:58,2.69,12348.0
536647,22630,DOORMAT KEEP CALM AND COME IN,3,2023-04-14 00:46:53,6.45,12927.0
536647,22383,LUNCH BAG SUKI DESIGN,2,2023-04-14 00:46:53,1.57,12927.0
536648,20726,LUNCH BAG WOODLAND,2,2023-06-25 06:28:42,1.67,13097.0
536648,85099B,JUMBO BAG RED RETROSPOT,6,2023-06-25 06:28:42,2.02,13097.0
536648,20728,LUNCH BAG CARS BLUE,6,2023-06-25 06:28:42,1.59,13097.0
536648,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-06-25 06:28:42,2.64,13097.0
536648,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,2023-06-25 06:28:42,2.0,13097.0
536648,22386,JUMBO BAG PINK POLKADOT,3,2023-06-25 06:28:42,2.02,13097.0
536649,22383,LUNCH BAG SUKI DESIGN,3,2023-06-22 06:22:53,1.63,12877.0
536649,22310,IVORY KNITTED MUG COSY,1,2023-06-22 06:22:53,1.6,12877.0
536649,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-06-22 06:22:53,4.31,12877.0
536650,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-08-26 12:51:27,2.53,12898.0
536650,20728,LUNCH BAG CARS BLUE,1,2023-08-26 12:51:27,1.62,12898.0
536651,85099F,JUMBO BAG STRAWBERRY,1,2023-11-07 19:59:27,1.9,12508.0
536651,22633,HAND WARMER UNION JACK,1,2023-11-07 19:59:27,1.83,12508.0
536651,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-11-07 19:59:27,7.37,12508.0
536651,22384,LUNCH BAG PINK POLKADOT,2,2023-11-07 19:59:27,1.64,12508.0
536652,22630,DOORMAT KEEP CALM AND COME IN,3,2023-09-02 19:14:54,6.56,12581.0
536652,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-09-02 19:14:54,3.31,12581.0
536652,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-09-02 19:14:54,2.85,12581.0
536652,85099B,JUMBO BAG RED RETROSPOT,1,2023-09-02 19:14:54,1.94,12581.0
536652,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-09-02 19:14:54,2.06,12581.0
536652,22384,LUNCH BAG PINK POLKADOT,1,2023-09-02 19:14:54,1.7,12581.0
536653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-11-23 08:48:42,2.55,13066.0
536653,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2023-11-23 08:48:42,3.33,13066.0
